0.000000, -0.004153	 -0.008279, -0.012378	 -0.016440, -0.020475
-0.951882, -0.945794	 -0.939460, -0.932888	 -0.924460, -0.915913
-0.905347, -0.904328	 -0.903214, -0.902006	 -0.908102, -0.914010
-0.919734, -0.931252	 -0.953930, -0.976181	 -1.001612, -1.026550
-1.051000, -1.077581	 -1.103478, -1.132612	 -1.161588, -1.189864
-1.217444, -1.245577	 -1.272961, -1.298315	 -1.323450, -1.347714
-1.371116, -1.391832	 -1.411684, -1.430686	 -1.445755, -1.445699
-1.445059, -1.443847	 -1.437571, -1.430809	 -1.423572, -1.407445
-1.381333, -1.355142	 -1.324195, -1.293300	 -1.262465, -1.226097
-1.186593, -1.145005	 -1.101909, -1.059273	 -1.017099, -0.977337
-0.938019, -0.896923	 -0.856452, -0.816544	 -0.777201, -0.738242
-0.699881, -0.662116	 -0.624784, -0.590575	 -0.556967, -0.527011
-0.497601, -0.468733	 -0.443199, -0.418033	 -0.399036, -0.381519
-0.364330, -0.347470	 -0.332183, -0.317090	 -0.302553, -0.287667
-0.273024, -0.258625	 -0.243055, -0.227740	 -0.212341, -0.189279
-0.166621, -0.144367	 -0.122515, -0.098238	 -0.074419, -0.050926
-0.023597, 0.003182	 0.029412, 0.056782	 0.083567, 0.109772
0.135865, 0.162702	 0.188918, 0.218639	 0.247652, 0.275962
0.304817, 0.331995	 0.357674, 0.378268	 0.398251, 0.417630
0.436407, 0.450798	 0.463150, 0.475067	 0.487677, 0.499799
0.511438, 0.525913	 0.539853, 0.551591	 0.573264, 0.594240
0.614525, 0.635761	 0.656282, 0.676098	 0.693001, 0.710312
0.726912, 0.742799	 0.757922, 0.772346	 0.786080, 0.796802
0.808923, 0.820360	 0.833079, 0.845094	 0.856417, 0.869420
0.878630, 0.886259	 0.891738, 0.896581	 0.900797, 0.904436
0.907436, 0.906215	 0.908653, 0.910448	 0.911613, 0.904004
0.895979, 0.883808	 0.863485, 0.843071	 0.822570, 0.803116
0.783592, 0.764008	 0.741623, 0.718644	 0.695757, 0.671462
0.647319, 0.623333	 0.598310, 0.571611	 0.547312, 0.530677
0.514181, 0.497827	 0.488147, 0.478516	 0.467927, 0.466332
0.471110, 0.475690	 0.480074, 0.491135	 0.501860, 0.511446
0.522392, 0.533036	 0.543381, 0.558234	 0.572689, 0.586748
0.604899, 0.623234	 0.641124, 0.658395	 0.675228, 0.691626
0.707594, 0.719419	 0.726665, 0.733633	 0.737545, 0.741238
0.744716, 0.751559	 0.757135, 0.765911	 0.774785, 0.783353
0.791618, 0.803368	 0.814746, 0.824809	 0.839700, 0.854124
0.868087, 0.887070	 0.905477, 0.923313	 0.939167, 0.965673
0.991381, 1.016301	 1.043325, 1.069503	 1.094843, 1.120791
1.146486, 1.171269	 1.191738, 1.211364	 1.230161, 1.246022
1.257892, 1.263553	 1.266226, 1.268298	 1.269780, 1.270665
1.267133, 1.259260	 1.225452, 1.179267	 1.133433, 1.087959
1.029102, 0.970926	 0.910331, 0.828964	 0.748894, 0.670119
0.588707, 0.508705	 0.430110, 0.352913	 0.285288, 0.218993
0.158718, 0.099700	 0.041933, -0.011005	 -0.061827, -0.100551
-0.133277, -0.165137	 -0.196137, -0.226284	 -0.251216, -0.273722
-0.295388, -0.317845	 -0.339611, -0.360694	 -0.383069, -0.404747
-0.424021, -0.448045	 -0.471372, -0.494009	 -0.516863, -0.539045
-0.560560, -0.580624	 -0.600341, -0.619512	 -0.638629, -0.657233
-0.675330, -0.695773	 -0.714929, -0.738785	 -0.762076, -0.784885
-0.807215, -0.830116	 -0.852554, -0.874450	 -0.913563, -0.951922
-0.989528, -1.031357	 -1.072356, -1.112479	 -1.176016, -1.238257
-1.299208, -1.358807	 -1.417110, -1.473347	 -1.541788, -1.608482
-1.673443, -1.739317	 -1.803350, -1.865561	 -1.921476, -1.970698
-2.018083, -2.063575	 -2.101304, -2.137281	 -2.171526, -2.191932
-2.200504, -2.207703	 -2.205530, -2.202150	 -2.197591, -2.186431
-2.166146, -2.131338	 -2.093520, -2.055260	 -2.016581, -1.976503
-1.928716, -1.877952	 -1.827332, -1.776739	 -1.726187, -1.677455
-1.628791, -1.574431	 -1.523720, -1.473243	 -1.423011, -1.375759
-1.328741, -1.277532	 -1.229663, -1.182174	 -1.135070, -1.086950
-1.039286, -0.988900	 -0.945092, -0.901733	 -0.858829, -0.819228
-0.780047, -0.741290	 -0.701320, -0.663705	 -0.626583, -0.589319
-0.552570, -0.516337	 -0.478155, -0.439212	 -0.398531, -0.358494
-0.317671, -0.277520	 -0.238037, -0.199196	 -0.160344, -0.122513
-0.086377, -0.050914	 -0.016121, 0.016798	 0.049080, 0.080800
0.105231, 0.129189	 0.152674, 0.175042	 0.196955, 0.218415
0.239261, 0.257767	 0.275863, 0.293550	 0.309129, 0.324341
0.339187, 0.352968	 0.365759, 0.378202	 0.386746, 0.395017
0.403017, 0.409873	 0.415656, 0.423392	 0.429337, 0.435019
0.440442, 0.442081	 0.443548, 0.443855	 0.440995, 0.436399
0.431748, 0.427043	 0.421196, 0.415328	 0.408506, 0.399690
0.390947, 0.382280	 0.374145, 0.366095	 0.358131, 0.349885
0.350513, 0.351100	 0.351659, 0.355444	 0.359137, 0.362736
0.369332, 0.380970	 0.392374, 0.404556	 0.416487, 0.428167
0.439312, 0.450050	 0.460276, 0.470392	 0.480221, 0.489764
0.498990, 0.507915	 0.515743, 0.523009	 0.529945, 0.536553
0.540317, 0.543803	 0.547014, 0.548548	 0.543124, 0.537603
0.532001, 0.523767	 0.515513, 0.507242	 0.497948, 0.489696
0.481482, 0.474733	 0.468014, 0.461327	 0.457531, 0.453127
0.454722, 0.457596	 0.460355, 0.463002	 0.468350, 0.473537
0.478190, 0.490833	 0.503143, 0.515122	 0.526753, 0.541837
0.556502, 0.569936	 0.587928, 0.605346	 0.622197, 0.638781
0.654771, 0.670174	 0.682338, 0.686883	 0.690991, 0.694845
0.698251, 0.701217	 0.706491, 0.708717	 0.725630, 0.746045
0.765624, 0.784377	 0.807036, 0.828767	 0.846437, 0.865833
0.884215, 0.901595	 0.915471, 0.928375	 0.935859, 0.928852
0.921225, 0.912993	 0.896327, 0.879237	 0.856933, 0.811056
0.765412, 0.720011	 0.666771, 0.613980	 0.561648, 0.506186
0.432311, 0.359494	 0.287789, 0.214029	 0.141439, 0.070018
-0.010291, -0.103989	 -0.195885, -0.301937	 -0.405842, -0.507611
-0.628041, -0.744738	 -0.892359, -1.039075	 -1.182443, -1.322487
-1.459205, -1.592375	 -1.718100, -1.732323	 -1.697389, -1.662472
-1.627583, -1.567441	 -1.507852, -1.444534	 -1.344606, -1.246276
-1.149543, -1.063166	 -0.978286, -0.894900	 -0.812648, -0.780926
-0.750038, -0.731179	 -0.713023, -0.695560	 -0.681841, -0.703457
-0.725281, -0.764693	 -0.803943, -0.843021	 -0.904945, -1.020024
-1.132911, -1.255617	 -1.375625, -1.492952	 -1.598813, -1.615816
-1.631326, -1.557784	 -1.484338, -1.411008	 -1.337667, -1.144664
-0.848787, -0.557654	 -0.889129, -1.212786	 -1.528679, -1.836110
-2.127353, -1.819604	 -1.561926, -1.308925	 -1.060589, -0.888381
-0.719575, -0.554214	 -0.602143, -0.649352	 -0.695837, -0.761009
-0.824968, -0.887721	 -0.960276, -1.031096	 -1.099974, -1.136999
-1.172611, -1.206825	 -1.203741, -1.194490	 -1.109531, -0.985245
-0.862646, -0.741741	 -0.622592, -0.470273	 -0.316625, -0.153474
-0.022755, 0.105418	 0.231059, 0.309644	 0.386525, 0.460653
0.418988, 0.377921	 0.337456, 0.281641	 0.226802, 0.172936
0.119889, 0.072322	 0.025894, -0.019327	 -0.047303, -0.074412
-0.100662, -0.098410	 -0.051903, -0.005909	 0.053636, 0.112371
0.170294, 0.236158	 0.302995, 0.371152	 0.434718, 0.497163
0.558492, 0.610572	 0.661688, 0.712258	 0.750143, 0.787259
0.823613, 0.860441	 0.896476, 0.931723	 0.965563, 1.007479
1.048416, 1.088000	 1.126611, 1.164258	 1.200926, 1.234511
1.262583, 1.289766	 1.315750, 1.340871	 1.365137, 1.392219
1.415862, 1.441956	 1.462948, 1.483077	 1.502355, 1.513029
1.522993, 1.528929	 1.506944, 1.484865	 1.462698, 1.434836
1.407034, 1.379299	 1.343908, 1.302215	 1.260953, 1.220125
1.178761, 1.137869	 1.097451, 1.055631	 1.015763, 0.976431
0.941684, 0.907415	 0.873626, 0.840316	 0.812848, 0.807101
0.801288, 0.800353	 0.799233, 0.797929	 0.799971, 0.800073
0.795221, 0.784277	 0.773218, 0.762049	 0.750753, 0.732365
0.711689, 0.672186	 0.624794, 0.578068	 0.532009, 0.484932
0.438597, 0.391737	 0.399691, 0.407458	 0.415037, 0.489808
0.563056, 0.634788	 0.800416, 0.482185	 0.170239, -0.097405
-0.359628, -0.616455	 -0.867961, -1.092352	 -1.306579, -1.516411
-1.727855, -1.934835	 -2.137381, -2.343986	 -2.543909, -2.798263
-2.505485, -2.218432	 -1.937077, -1.827333	 -1.719866, -1.615428
-1.600747, -1.586356	 -1.572253, -1.558392	 -1.537282, -1.516565
-1.496092, -1.478275	 -1.460784, -1.443631	 -1.433836, -1.424232
-1.414819, -1.415873	 -1.427603, -1.438967	 -1.451262, -1.463172
-1.474701, -1.489604	 -1.502498, -1.520052	 -1.536586, -1.552267
-1.567108, -1.578523	 -1.589073, -1.594521	 -1.574977, -1.554979
-1.534541, -1.501688	 -1.468628, -1.435377	 -1.384679, -1.305714
-1.227505, -1.136493	 -1.046557, -0.957702	 -0.859038, -0.757627
-0.647635, -0.541591	 -0.437282, -0.334706	 -0.233858, -0.138550
-0.043431, 0.041334	 0.119860, 0.196880	 0.272401, 0.342794
0.411765, 0.479081	 0.535729, 0.591150	 0.645353, 0.698347
0.747365, 0.795246	 0.840827, 0.887570	 0.933192, 0.977701
1.024241, 1.069620	 1.113847, 1.157090	 1.200692, 1.243086
1.283014, 1.321761	 1.359339, 1.395762	 1.425767, 1.447623
1.468541, 1.480444	 1.491574, 1.501943	 1.507624, 1.508812
1.500290, 1.490721	 1.480820, 1.470598	 1.460062, 1.451665
1.439440, 1.448534	 1.471754, 1.494012	 1.515320, 1.551197
1.585874, 1.615940	 1.701822, 1.840001	 1.974871, 2.106460
2.320196, 2.528988	 2.727677, 2.471525	 2.219778, 1.972425
1.743423, 1.518473	 1.297565, 1.078015	 0.837101, 0.600589
0.368465, 0.104566	 -0.154314, -0.408196	 -0.720650, -0.589810
-0.461804, -0.404735	 -0.349127, -0.294968	 -0.277998, -0.264326
-0.286930, -0.318889	 -0.350611, -0.382091	 -0.423148, -0.463741
-0.506106, -0.565548	 -0.624019, -0.681520	 -0.740046, -0.797505
-0.854435, -0.906681	 -0.957662, -1.007385	 -1.051386, -1.094161
-1.135721, -1.169040	 -1.188752, -1.207517	 -1.225308, -1.236132
-1.246117, -1.255265	 -1.252343, -1.235331	 -1.217970, -1.193644
-1.169127, -1.144433	 -1.114166, -1.079580	 -1.032721, -0.980253
-0.928250, -0.876720	 -0.820109, -0.764108	 -0.705369, -0.632516
-0.560701, -0.489926	 -0.418885, -0.348928	 -0.280052, -0.207925
-0.133103, -0.059570	 0.014532, 0.087294	 0.158719, 0.228814
0.301275, 0.371754	 0.440780, 0.507131	 0.572041, 0.635520
0.694767, 0.751279	 0.797380, 0.838318	 0.878132, 0.916834
0.954433, 0.984389	 1.010820, 1.030087	 1.042380, 1.054016
1.065005, 1.072302	 1.079033, 1.082342	 1.073646, 1.064721
1.055573, 1.045057	 1.034370, 1.023518	 1.009884, 1.001055
0.992052, 0.982880	 0.978212, 0.973294	 0.968131, 0.963937
0.966093, 0.967847	 0.967994, 0.967772	 0.967183, 0.966946
0.963772, 0.951432	 0.938967, 0.920982	 0.902993, 0.885006
0.863964, 0.840580	 0.806695, 0.769986	 0.733712, 0.697873
0.660263, 0.623156	 0.584864, 0.556757	 0.534235, 0.512028
0.490137, 0.474635	 0.459353, 0.443693	 0.458628, 0.473214
0.487454, 0.512804	 0.537574, 0.561767	 0.584769, 0.655379
0.724421, 0.791907	 0.881387, 0.968848	 1.054302, 1.177456
1.016825, 0.859184	 0.758137, 0.659019	 0.561823, 0.478431
0.397046, 0.309503	 0.223897, 0.122760	 0.023903, -0.072688
-0.187830, -0.297708	 -0.465158, -0.663547	 -0.857451, -1.046899
-1.265862, -1.479795	 -1.683967, -1.440840	 -1.202200, -0.968030
-0.807430, -0.649997	 -0.495716, -0.407479	 -0.394056, -0.381366
-0.408654, -0.435916	 -0.463153, -0.509463	 -0.558615, -0.629800
-0.704154, -0.777238	 -0.849055, -0.921860	 -0.993211, -1.062982
-1.116052, -1.167578	 -1.217574, -1.255480	 -1.291973, -1.322830
-1.316736, -1.309907	 -1.302358, -1.283181	 -1.263560, -1.238218
-1.200260, -1.162362	 -1.124532, -1.086755	 -1.049112, -1.011612
-0.970523, -0.924894	 -0.879659, -0.834842	 -0.787129, -0.739909
-0.693191, -0.639022	 -0.575992, -0.513908	 -0.448437, -0.384006
-0.320612, -0.253052	 -0.185325, -0.115411	 -0.047557, 0.018985
0.084223, 0.144189	 0.202910, 0.259955	 0.297272, 0.333657
0.369117, 0.403635	 0.430605, 0.456783	 0.480451, 0.486688
0.492496, 0.497882	 0.498325, 0.498455	 0.498277, 0.491696
0.480149, 0.468566	 0.452241, 0.436013	 0.419881, 0.401118
0.381247, 0.358735	 0.337059, 0.315732	 0.294754, 0.274154
0.257711, 0.241365	 0.237065, 0.241500	 0.245874, 0.250187
0.262243, 0.274083	 0.285853, 0.306414	 0.326537, 0.346224
0.365594, 0.384509	 0.402972, 0.420444	 0.427988, 0.435221
0.442146, 0.443404	 0.444456, 0.445307	 0.439092, 0.426324
0.413636, 0.396900	 0.380357, 0.364005	 0.347861, 0.328628
0.312644, 0.296903	 0.284466, 0.272223	 0.260173, 0.252008
0.243712, 0.248529	 0.257428, 0.266109	 0.274572, 0.285513
0.296172, 0.306108	 0.314877, 0.323365	 0.331574, 0.339508
0.346826, 0.353870	 0.359760, 0.354782	 0.349776, 0.344743
0.333780, 0.322931	 0.312196, 0.297504	 0.275564, 0.254050
0.232995, 0.212700	 0.192852, 0.173447	 0.156194, 0.149886
0.143874, 0.144689	 0.145689, 0.146870	 0.156229, 0.167086
0.185200, 0.203675	 0.222014, 0.240215	 0.258276, 0.277126
0.297238, 0.322312	 0.348778, 0.374867	 0.400577, 0.428843
0.456645, 0.484601	 0.518163, 0.551021	 0.583179, 0.611240
0.638639, 0.665382	 0.690359, 0.676967	 0.663636, 0.650361
0.627614, 0.605126	 0.582899, 0.552687	 0.515743, 0.479380
0.441434, 0.404118	 0.367430, 0.332909	 0.298359, 0.270943
0.244016, 0.220252	 0.196920, 0.174019	 0.153720, 0.133651
0.121509, 0.113195	 0.105012, 0.096961	 0.091226, 0.085557
0.079626, 0.070839	 0.062105, 0.053426	 0.044783, 0.034908
0.025096, 0.014489	 -0.010029, -0.034209	 -0.058053, -0.085747
-0.113015, -0.139860	 -0.169327, -0.200526	 -0.231155, -0.261399
-0.291054, -0.320122	 -0.346657, -0.372374	 -0.390848, -0.403767
-0.416310, -0.428480	 -0.440265, -0.444333	 -0.447160, -0.431806
-0.408638, -0.385801	 -0.363296, -0.333961	 -0.305124, -0.276242
-0.258990, -0.242102	 -0.225577, -0.218607	 -0.211827, -0.205234
-0.206404, -0.214985	 -0.223458, -0.232372	 -0.241169, -0.249847
-0.258408, -0.267843	 -0.281400, -0.294710	 -0.310044, -0.325086
-0.339837, -0.354499	 -0.368738, -0.372187	 -0.368078, -0.363979
-0.359894, -0.348773	 -0.337810, -0.326601	 -0.295621, -0.265241
-0.235457, -0.203836	 -0.172878, -0.142580	 -0.112843, -0.099175
-0.085925, -0.079356	 -0.073081, -0.067095	 -0.069606, -0.080604
-0.091538, -0.104399	 -0.117125, -0.129714	 -0.147984, -0.168571
-0.188759, -0.207306	 -0.225459, -0.243221	 -0.254857, -0.265853
-0.264462, -0.254784	 -0.245212, -0.235748	 -0.226390, -0.211619
-0.196552, -0.176487	 -0.155448, -0.134825	 -0.114617, -0.093957
-0.073757, -0.054355	 -0.043770, -0.033529	 -0.023631, -0.019409
-0.015434, -0.011701	 -0.012698, -0.019101	 -0.025578, -0.033607
-0.041678, -0.049786	 -0.061245, -0.083752	 -0.105956, -0.130940
-0.155532, -0.179733	 -0.203602, -0.227526	 -0.246283, -0.261325
-0.276068, -0.290515	 -0.299745, -0.308768	 -0.317421, -0.305252
-0.293301, -0.281567	 -0.270062, -0.251423	 -0.233160, -0.215339
-0.188012, -0.161329	 -0.135286, -0.110145	 -0.085654, -0.061810
-0.038953, -0.016714	 0.004825, 0.028776	 0.051945, 0.074340
0.096672, 0.115995	 0.133425, 0.145704	 0.157338, 0.168336
0.177111, 0.182552	 0.180607, 0.174248	 0.167576, 0.160600
0.152102, 0.140589	 0.132542, 0.130517	 0.128171, 0.125512
0.134697, 0.141221	 0.169995, 0.216514	 0.261816, 0.305910
0.357100, 0.404970	 0.423436, 0.414915	 0.406325, 0.397670
0.355680, 0.314369	 0.272742, 0.199134	 0.127093, 0.056610
0.015361, -0.024827	 -0.063964, -0.099700	 0.061635, 0.220186
0.376006, 0.538658	 0.698397, 0.855235	 1.008894, 1.126041
1.241068, 1.346352	 1.449675, 1.551041	 1.625244, 1.698238
1.739395, 1.765659	 1.791272, 1.816240	 1.833315, 1.848456
1.835474, 1.808913	 1.782443, 1.756073	 1.714834, 1.670884
1.603250, 1.525003	 1.447741, 1.371469	 1.287563, 1.201413
1.104884, 1.005991	 0.908688, 0.812974	 0.716901, 0.622487
0.528165, 0.432334	 0.338399, 0.246351	 0.146355, 0.048451
-0.047371, -0.120108	 -0.189856, -0.257894	 -0.313837, -0.368280
-0.421235, -0.464761	 -0.504165, -0.523368	 -0.533243, -0.542599
-0.551442, -0.550053	 -0.546828, -0.534382	 -0.519302, -0.504516
-0.490022, -0.475882	 -0.460874, -0.446719	 -0.443458, -0.440435
-0.437647, -0.442271	 -0.446976, -0.452879	 -0.462677, -0.472445
-0.482181, -0.491864	 -0.504039, -0.516105	 -0.528905, -0.531711
-0.534510, -0.537268	 -0.530559, -0.524001	 -0.517594, -0.500478
-0.466548, -0.433277	 -0.394617, -0.356729	 -0.319612, -0.283043
-0.247480, -0.207969	 -0.168194, -0.129299	 -0.091278, -0.045403
-0.000581, 0.042230	 0.079245, 0.115339	 0.150519, 0.174705
0.198199, 0.221007	 0.241666, 0.232065	 0.222468, 0.212907
0.193217, 0.173780	 0.154596, 0.128464	 0.098903, 0.069926
0.050758, 0.032018	 0.013703, 0.010856	 0.008791, 0.054143
0.112720, 0.170253	 0.226744, 0.299752	 0.371380, 0.442016
0.555752, 0.667204	 0.776382, 0.883300	 0.986027, 1.086542
1.183585, 1.208104	 1.231910, 1.255010	 1.247286, 1.239497
1.231646, 1.203773	 1.139286, 1.075965	 1.003366, 0.932155
0.862327, 0.792810	 0.724832, 0.642938	 0.560267, 0.479378
0.400259, 0.325120	 0.251678, 0.181315	 0.110919, 0.042127
-0.025070, -0.088198	 -0.149835, -0.208393	 -0.264639, -0.319556
-0.373152, -0.428642	 -0.482784, -0.533941	 -0.589254, -0.643166
-0.695688, -0.745849	 -0.794662, -0.842141	 -0.885642, -0.921196
-0.955603, -0.986990	 -1.017301, -1.046547	 -1.074746, -1.096216
-1.111168, -1.125385	 -1.134698, -1.143381	 -1.151443, -1.153190
-1.151674, -1.138608	 -1.120885, -1.103206	 -1.085575, -1.068115
-1.050766, -1.032005	 -1.012681, -0.993703	 -0.975072, -0.955903
-0.937163, -0.919187	 -0.916467, -0.913969	 -0.911689, -0.914877
-0.918185, -0.921611	 -0.930555, -0.945679	 -0.960690, -0.979070
-0.997258, -1.015252	 -1.036072, -1.057696	 -1.079028, -1.096063
-1.112897, -1.129530	 -1.138595, -1.147591	 -1.157235, -1.149500
-1.141966, -1.134634	 -1.120651, -1.107002	 -1.093686, -1.081099
-1.066857, -1.052946	 -1.039341, -1.028078	 -1.017077, -1.006336
-0.995577, -0.977739	 -0.960249, -0.943051	 -0.926185, -0.909651
-0.889524, -0.869760	 -0.843027, -0.818060	 -0.793563, -0.769535
-0.741439, -0.713894	 -0.686887, -0.662597	 -0.638762, -0.615380
-0.587229, -0.559619	 -0.532548, -0.505776	 -0.467624, -0.430186
-0.393460, -0.355919	 -0.319095, -0.282983	 -0.239035, -0.188853
-0.139634, -0.084190	 -0.029832, 0.023447	 0.075654, 0.131725
0.203010, 0.272854	 0.345680, 0.417008	 0.486845, 0.561779
0.634496, 0.719901	 0.807218, 0.892645	 0.976192, 1.057882
1.132466, 1.203739	 1.268789, 1.327574	 1.384936, 1.440884
1.493938, 1.545656	 1.594122, 1.633778	 1.672381, 1.709940
1.741348, 1.771852	 1.801458, 1.825037	 1.831524, 1.837629
1.835035, 1.832257	 1.829300, 1.813902	 1.797217, 1.763139
1.721010, 1.679602	 1.638913, 1.598949	 1.561095, 1.523520
1.488178, 1.453533	 1.419581, 1.386323	 1.349906, 1.314254
1.279677, 1.234534	 1.190319, 1.147008	 1.100484, 1.054938
1.010768, 0.945632	 0.881807, 0.812800	 0.745194, 0.678983
0.614380, 0.535986	 0.459223, 0.379907	 0.302294, 0.226374
0.153287, 0.077326	 0.003126, -0.069017	 -0.139422, -0.208101
-0.272232, -0.333219	 -0.392599, -0.447592	 -0.501060, -0.553016
-0.603480, -0.645437	 -0.679561, -0.712570	 -0.741469, -0.769338
-0.796187, -0.819153	 -0.838244, -0.852532	 -0.864962, -0.876780
-0.887996, -0.897792	 -0.907056, -0.913562	 -0.917788, -0.921677
-0.925235, -0.928271	 -0.931019, -0.933481	 -0.935271, -0.936035
-0.936603, -0.936070	 -0.935375, -0.934527	 -0.931681, -0.927722
-0.920259, -0.912329	 -0.904452, -0.896630	 -0.887430, -0.877850
-0.869210, -0.859932	 -0.850882, -0.842058	 -0.822297, -0.803402
-0.790987, -0.794368	 -0.797787, -0.801243	 -0.804606, -0.808032
-0.812361, -0.829797	 -0.847014, -0.864010	 -0.882528, -0.900780
-0.918765, -0.936937	 -0.957041, -0.976761	 -0.994021, -1.010927
-1.027479, -1.043681	 -1.057409, -1.062665	 -1.067735, -1.066975
-1.066130, -1.065203	 -1.053766, -1.041684	 -1.012202, -0.975522
-0.939432, -0.903932	 -0.859201, -0.815252	 -0.771419, -0.705586
-0.641010, -0.577685	 -0.507543, -0.438812	 -0.371485, -0.297527
-0.210324, -0.124988	 -0.036881, 0.049281	 0.133507, 0.215328
0.293493, 0.370528	 0.447838, 0.523266	 0.596828, 0.668545
0.740849, 0.808548	 0.877682, 0.945022	 1.010583, 1.074381
1.138616, 1.201093	 1.258551, 1.313552	 1.366988, 1.418873
1.467156, 1.513977	 1.559348, 1.596265	 1.628665, 1.659936
1.689473, 1.717945	 1.745365, 1.785304	 1.820728, 1.881883
1.951087, 2.018423	 2.083908, 2.147571	 2.215279, 2.277386
2.362597, 2.468279	 2.571283, 2.671632	 2.790379, 2.906104
3.014217, 3.159814	 3.301787, 3.440164	 3.581878, 3.719945
3.854396, 3.979631	 4.043746, 4.105694	 4.100272, 4.094082
4.087143, 4.079499	 3.986693, 3.864310	 3.743707, 3.648812
3.555205, 3.462887	 3.389723, 3.314088	 3.243669, 3.166636
3.090578, 3.015502	 2.932402, 2.850391	 2.765936, 2.626924
2.489980, 2.355110	 2.204165, 2.055617	 1.905819, 1.735681
1.568403, 1.403980	 1.237404, 1.073779	 0.913095, 0.749206
0.580749, 0.415544	 0.251098, 0.089946	 -0.067925, -0.223113
-0.371686, -0.516976	 -0.656155, -0.792115	 -0.924877, -1.047536
-1.157315, -1.264281	 -1.362171, -1.457416	 -1.550039, -1.629142
-1.697171, -1.763165	 -1.823988, -1.882923	 -1.939991, -1.993405
-2.040525, -2.083962	 -2.125420, -2.165439	 -2.204037, -2.240280
-2.275189, -2.304716	 -2.332628, -2.359398	 -2.385044, -2.409007
-2.431893, -2.449834	 -2.464774, -2.478815	 -2.491971, -2.502875
-2.512952, -2.518294	 -2.518460, -2.518017	 -2.516976, -2.512438
-2.507395, -2.498045	 -2.480907, -2.463572	 -2.446050, -2.428176
-2.410165, -2.388941	 -2.386115, -2.382943	 -2.379432, -2.375478
-2.371286, -2.364799	 -2.362701, -2.360324	 -2.357673, -2.359632
-2.361220, -2.360275	 -2.359838, -2.359056	 -2.357936, -2.358401
-2.358488, -2.358204	 -2.353275, -2.348465	 -2.343336, -2.331926
-2.320326, -2.308544	 -2.290817, -2.270341	 -2.249214, -2.222828
-2.196556, -2.170405	 -2.147477, -2.124597	 -2.099141, -2.065713
-2.032579, -1.999734	 -1.963535, -1.927720	 -1.892294, -1.855216
-1.806047, -1.757582	 -1.708323, -1.659795	 -1.611997, -1.564925
-1.512986, -1.460014	 -1.404282, -1.349467	 -1.295566, -1.242567
-1.183327, -1.124224	 -1.050867, -0.974140	 -0.898849, -0.824987
-0.745587, -0.667749	 -0.591453, -0.506282	 -0.422887, -0.341258
