0.000000, -0.004153	 -0.008279, -0.012378	 -0.016440, -0.020475
-0.189695, -0.190027	 -0.176509, -0.176675	 -0.177004, -0.177366
-0.177763, -0.178103	 -0.178468, -0.166903	 -0.167964, -0.169095
-0.170270, -0.171448	 -0.172544, -0.173656	 -0.164855, -0.165459
-0.166134, -0.166825	 -0.167355, -0.167877	 -0.168416, -0.159743
-0.159538, -0.159379	 -0.158671, -0.157988	 -0.157329, -0.156666
-0.148212, -0.147305	 -0.146340, -0.145396	 -0.144481, -0.143589
-0.142430, -0.131968	 -0.130387, -0.128285	 -0.126221, -0.124194
-0.121887, -0.119652	 -0.105706, -0.103663	 -0.101675, -0.099691
-0.098026, -0.096401	 -0.094809, -0.079959	 -0.078495, -0.077107
-0.075756, -0.074489	 -0.073261, -0.072072	 -0.056809, -0.056721
-0.056740, -0.057372	 -0.057946, -0.058553	 -0.059735, -0.047529
-0.050170, -0.053785	 -0.057404, -0.061037	 -0.064678, -0.068623
-0.063300, -0.068288	 -0.073517, -0.078718	 -0.083910, -0.089347
-0.094770, -0.097325	 -0.102610, -0.107872	 -0.113113, -0.118088
-0.123038, -0.127960	 -0.136088, -0.140161	 -0.144189, -0.147959
-0.151701, -0.155410	 -0.158789, -0.168875	 -0.171444, -0.173691
-0.175913, -0.178104	 -0.180040, -0.181947	 -0.191364, -0.192312
-0.193215, -0.194100	 -0.194602, -0.195059	 -0.195499, -0.199920
-0.199264, -0.198599	 -0.197635, -0.196677	 -0.195722, -0.194702
-0.192779, -0.191597	 -0.190304, -0.189301	 -0.188324, -0.187362
-0.186513, -0.181016	 -0.180587, -0.180513	 -0.180456, -0.180412
-0.180637, -0.175128	 -0.176383, -0.177672	 -0.178966, -0.180383
-0.181565, -0.179431	 -0.182076, -0.184720	 -0.187355, -0.189981
-0.193226, -0.196456	 -0.200745, -0.204123	 -0.207460, -0.210770
-0.214126, -0.217454	 -0.220752, -0.230244	 -0.234389, -0.238436
-0.241798, -0.245164	 -0.248500, -0.251898	 -0.265878, -0.269972
-0.273996, -0.278247	 -0.282454, -0.286614	 -0.290796, -0.308410
-0.312506, -0.316795	 -0.321029, -0.325211	 -0.329540, -0.333814
-0.354993, -0.359481	 -0.364035, -0.368515	 -0.372562, -0.376532
-0.380434, -0.406834	 -0.408622, -0.410257	 -0.411120, -0.411911
-0.412631, -0.439096	 -0.438611, -0.438037	 -0.436928, -0.435831
-0.434725, -0.458496	 -0.455278, -0.451884	 -0.447724, -0.443467
-0.439179, -0.452366	 -0.445605, -0.438719	 -0.431300, -0.423878
-0.416474, -0.408626	 -0.404170, -0.395405	 -0.386473, -0.377599
-0.368789, -0.359898	 -0.351026, -0.329658	 -0.321405, -0.313232
-0.305145, -0.297453	 -0.289838, -0.282309	 -0.251931, -0.247100
-0.242409, -0.239102	 -0.235866, -0.232704	 -0.229676, -0.204957
-0.207004, -0.209326	 -0.213286, -0.217278	 -0.221293, -0.226968
-0.217528, -0.227323	 -0.239033, -0.250710	 -0.262351, -0.275457
-0.288528, -0.300153	 -0.313391, -0.326541	 -0.339609, -0.351416
-0.363186, -0.374872	 -0.402619, -0.408386	 -0.413989, -0.417530
-0.421005, -0.424393	 -0.451647, -0.450233	 -0.448750, -0.446070
-0.443334, -0.440547	 -0.458940, -0.452205	 -0.445277, -0.437158
-0.429043, -0.420933	 -0.419689, -0.409542	 -0.399445, -0.389020
-0.378661, -0.368374	 -0.359027, -0.334613	 -0.329262, -0.326242
-0.323286, -0.320402	 -0.320361, -0.300166	 -0.304348, -0.310056
-0.315803, -0.321547	 -0.327142, -0.328439	 -0.328709, -0.325466
-0.322235, -0.318991	 0.000000, 0.041511	 0.082180, 0.122013
0.160950, 0.199065	 0.235952, 0.271217	 0.306243, 0.340483
0.373941, 0.406734	 0.438757, 0.469142	 0.498501, 0.527132
0.555043, 0.582238	 0.609276, 0.635603	 0.659942, 0.683499
0.706398, 0.728646	 0.749990, 0.770710	 0.790810, 0.808742
0.827852, 0.846364	 0.864284, 0.881871	 0.898870, 0.915290
0.929405, 0.945313	 0.960647, 0.975414	 0.990992, 1.005988
1.020408, 1.033534	 1.044950, 1.055845	 1.065037, 1.073752
1.081993, 1.089767	 1.093274, 1.092712	 1.091861, 1.091139
1.090126, 1.088829	 1.087251, 1.083847	 1.082699, 1.081276
1.081006, 1.080443	 1.079593, 1.080306	 1.078465, 1.078269
1.077755, 1.076968	 1.075869, 1.074466	 1.072157, 1.067248
1.060172, 1.052024	 1.043706, 1.035223	 1.026578, 1.016941
1.004882, 0.990204	 0.974002, 0.957793	 0.941581, 0.926060
0.910529, 0.892867	 0.875215, 0.857617	 0.840077, 0.822426
0.804846, 0.787340	 0.768073, 0.748057	 0.728199, 0.708499
0.688373, 0.668422	 0.648650, 0.626476	 0.603642, 0.581079
0.558968, 0.537132	 0.515573, 0.494290	 0.472621, 0.453809
0.435248, 0.418803	 0.402577, 0.386571	 0.370873, 0.354755
0.338117, 0.320994	 0.304142, 0.287561	 0.271250, 0.254853
0.238365, 0.222290	 0.207275, 0.192526	 0.178043, 0.165519
0.153223, 0.141027	 0.135362, 0.129790	 0.124313, 0.118930
0.113442, 0.108050	 0.102671, 0.094636	 0.086738, 0.078975
0.069755, 0.060699	 0.051806, 0.042960	 0.031756, 0.020755
0.009958, -0.001674	 -0.013084, -0.024272	 -0.035249, -0.048713
-0.061897, -0.074801	 -0.087594, -0.100106	 -0.112339, -0.123920
-0.133942, -0.143713	 -0.153238, -0.162707	 -0.171925, -0.180896
-0.187881, -0.194578	 -0.201072, -0.208354	 -0.215417, -0.222264
-0.228898, -0.235614	 -0.243020, -0.250188	 -0.257633, -0.264832
-0.271789, -0.278617	 -0.284436, -0.290485	 -0.296294, -0.300926
-0.305339, -0.309533	 -0.311957, -0.313257	 -0.311517, -0.308516
-0.305451, -0.302324	 -0.299137, -0.294984	 -0.289985, -0.284596
-0.279501, -0.274418	 -0.269350, -0.264631	 -0.259920, -0.254611
-0.251505, -0.249802	 -0.248055, -0.246265	 -0.245097, -0.243875
-0.242060, -0.241850	 -0.241567, -0.241213	 -0.240787, -0.241125
-0.241377, -0.240985	 -0.244337, -0.247532	 -0.250572, -0.254631
-0.258510, -0.262213	 -0.265034, -0.266251	 -0.267329, -0.268271
-0.268400, -0.268406	 -0.268291, -0.266164	 -0.261137, -0.256085
-0.249274, -0.242474	 -0.235687, -0.228914	 -0.219068, -0.206525
-0.194117, -0.180655	 -0.167357, -0.154224	 -0.140467, -0.126262
-0.111819, -0.097604	 -0.083349, -0.069327	 -0.055538, -0.042284
-0.029036, -0.018762	 -0.009870, -0.001164	 0.007357, 0.015694
0.022036, 0.028036	 0.030366, 0.032747	 0.035038, 0.037240
0.040264, 0.043180	 0.045656, 0.047796	 0.049828, 0.051754
0.053571, 0.055140	 0.056605, 0.057468	 0.054755, 0.052024
0.049278, 0.044821	 0.040390, 0.035985	 0.030197, 0.025619
0.021098, 0.018880	 0.016681, 0.014500	 0.012337, 0.012148
0.016747, 0.021246	 0.028092, 0.034789	 0.041339, 0.048087
0.054533, 0.060270	 0.065169, 0.069937	 0.074575, 0.079081
0.083705, 0.087911	 0.092498, 0.096812	 0.100992, 0.105039
0.108862, 0.112554	 0.115735, 0.117618	 0.119407, 0.121102
0.121935, 0.122693	 0.123377, 0.123583	 0.122640, 0.121664
0.120655, 0.118994	 0.117312, 0.115609	 0.114914, 0.111524
0.108152, 0.104319	 0.100513, 0.096736	 0.092990, 0.088764
0.083591, 0.078490	 0.073537, 0.068661	 0.063861, 0.057610
0.051371, 0.044555	 0.037872, 0.031771	 0.025793, 0.019937
0.014519, 0.009284	 0.005220, 0.000997	 -0.003124, -0.007144
-0.011066, -0.014820	 -0.018340, -0.024463	 -0.030468, -0.036332
-0.042056, -0.048906	 -0.055588, -0.061879	 -0.067723, -0.073401
-0.078915, -0.084266	 -0.087817, -0.091244	 -0.094165, -0.094562
-0.094896, -0.095166	 -0.094489, -0.093772	 -0.093019, -0.091657
-0.088851, -0.086063	 -0.083292, -0.081261	 -0.079235, -0.077213
-0.074930, -0.076076	 -0.077169, -0.079732	 -0.082210, -0.084605
-0.086914, -0.089754	 -0.094064, -0.098246	 -0.102684, -0.106984
-0.111148, -0.114922	 -0.118175, -0.120463	 -0.121103, -0.121662
-0.122139, -0.121678	 -0.121151, -0.120033	 -0.117311, -0.113770
-0.110221, -0.106664	 -0.102986, -0.099306	 -0.095116, -0.090564
-0.086041, -0.081550	 -0.077610, -0.073697	 -0.069812, -0.065639
-0.061850, -0.058090	 -0.054361, -0.051160	 -0.047978, -0.044817
-0.041469, -0.037017	 -0.032608, -0.027447	 -0.022346, -0.017305
-0.011056, -0.004626	 -0.000819, 0.013031	 0.026595, 0.039873
0.052869, 0.057451	 0.061955, 0.072125	 0.077453, 0.082655
0.087734, 0.096031	 0.104126, 0.111747	 0.120054, 0.128146
0.136027, 0.143696	 0.147547, 0.151264	 0.154451, 0.154581
0.154650, 0.154661	 0.155648, 0.156558	 0.157392, 0.158729
0.161266, 0.163697	 0.166151, 0.168502	 0.170752, 0.172902
0.175453, 0.178592	 0.181614, 0.183415	 0.185126, 0.186750
0.187170, 0.187175	 0.185465, 0.183559	 0.181653, 0.179746
0.177839, 0.175860	 0.173653, 0.171896	 0.167617, 0.163413
0.159282, 0.154201	 0.149211, 0.144252	 0.141520, 0.138828
0.136177, 0.133565	 0.128990, 0.124496	 0.120025, 0.115645
0.111344, 0.107122	 0.100533, 0.094088	 0.087786, 0.083201
0.078911, 0.074747	 0.074989, 0.075258	 0.075552, 0.075871
0.078146, 0.083496	 0.088763, 0.094580	 0.100296, 0.105911
0.109206, 0.112480	 0.112492, 0.110295	 0.108151, 0.106058
0.104020, 0.101301	 0.098745, 0.095541	 0.092845, 0.090229
0.087692, 0.086524	 0.085410, 0.084563	 0.088803, 0.092984
0.097108, 0.103477	 0.109734, 0.115880	 0.121943, 0.130330
0.138539, 0.146572	 0.154262, 0.161776	 0.169115, 0.176251
0.180803, 0.185217	 0.187891, 0.190460	 0.192925, 0.195287
0.195973, 0.194419	 0.192844, 0.191173	 0.189487, 0.187789
0.185752, 0.183424	 0.181909, 0.180396	 0.179176, 0.177955
0.176733, 0.177018	 0.177124, 0.178649	 0.181346, 0.183972
0.186526, 0.189233	 0.191862, 0.194259	 0.196949, 0.199283
0.201543, 0.203731	 0.206340, 0.208868	 0.211110, 0.212476
0.213772, 0.214998	 0.216152, 0.216554	 0.216900, 0.216847
0.211761, 0.206721	 0.201727, 0.195612	 0.189567, 0.183591
0.177331, 0.171494	 0.165729, 0.160038	 0.154967, 0.149958
0.145014, 0.141447	 0.137970, 0.134513	 0.131312, 0.128118
0.124932, 0.121755	 0.117768, 0.111147	 0.104585, 0.096182
0.087874, 0.079663	 0.070215, 0.060417	 0.047703, 0.033748
0.020015, 0.006503	 -0.006787, -0.020608	 -0.034462, -0.047120
-0.059080, -0.070826	 -0.082359, -0.092609	 -0.102670, -0.112638
-0.116616, -0.120516	 -0.124341, -0.128016	 -0.131615, -0.135140
-0.138573, -0.145062	 -0.151422, -0.157655	 -0.165805, -0.173788
-0.181605, -0.191753	 -0.206601, -0.221135	 -0.237157, -0.252825
-0.268142, -0.285037	 -0.301134, -0.320068	 -0.338997, -0.357440
-0.375401, -0.392885	 -0.409540, -0.424713	 -0.438131, -0.449661
-0.460780, -0.471492	 -0.481794, -0.491278	 -0.498947, -0.503695
-0.508224, -0.512444	 -0.516359, -0.519884	 -0.523115, -0.524440
-0.527581, -0.530440	 -0.533022, -0.535332	 -0.537450, -0.539302
-0.539299, -0.542032	 -0.544497, -0.546698	 -0.548633, -0.553111
-0.557282, -0.559533	 -0.570238, -0.580506	 -0.590343, -0.604644
-0.618415, -0.631665	 -0.642557, -0.660722	 -0.678223, -0.695062
-0.715084, -0.734369	 -0.752925, -0.768268	 -0.778815, -0.788700
-0.797935, -0.801544	 -0.804604, -0.807126	 -0.799858, -0.781595
-0.763180, -0.741539	 -0.719824, -0.698040	 -0.676205, -0.647164
-0.612791, -0.578686	 -0.543223, -0.508073	 -0.473239, -0.437982
-0.400738, -0.364861	 -0.332617, -0.300797	 -0.269401, -0.244063
-0.219064, -0.193291	 -0.177608, -0.162150	 -0.146915, -0.131906
-0.120496, -0.109250	 -0.097731, -0.093198	 -0.088698, -0.084232
-0.079456, -0.074718	 -0.070017, -0.064954	 -0.059292, -0.053681
-0.048121, -0.041995	 -0.035932, -0.029935	 -0.023605, -0.013072
-0.002716, 0.007466	 0.019470, 0.031255	 0.042821, 0.054221
0.071335, 0.088091	 0.104492, 0.122188	 0.139485, 0.156387
0.171621, 0.181418	 0.190915, 0.200110	 0.204053, 0.207799
0.211353, 0.207330	 0.195710, 0.184236	 0.172100, 0.160146
0.148375, 0.138762	 0.129100, 0.125104	 0.121205, 0.119624
0.118111, 0.116666	 0.118349, 0.120400	 0.131057, 0.145166
0.159044, 0.172691	 0.186108, 0.203092	 0.219979, 0.240983
0.262398, 0.283368	 0.303898, 0.325132	 0.345893, 0.365799
0.383903, 0.401542	 0.418721, 0.435445	 0.449891, 0.463914
0.476536, 0.482078	 0.487345, 0.492341	 0.496299, 0.500006
0.503466, 0.505474	 0.503790, 0.501974	 0.500029, 0.497230
0.494331, 0.491336	 0.487390, 0.484603	 0.481743, 0.478817
0.477110, 0.475318	 0.473445, 0.472448	 0.476183, 0.479719
0.484045, 0.488151	 0.492041, 0.495718	 0.500167, 0.506479
0.512488, 0.518142	 0.523487, 0.528527	 0.530563, 0.530863
0.527040, 0.523067	 0.517473, 0.511766	 0.505952, 0.498548
0.489520, 0.480550	 0.471035, 0.461500	 0.451948, 0.442383
0.431861, 0.419945	 0.406365, 0.391888	 0.377534, 0.363304
0.349114, 0.335059	 0.320068, 0.307021	 0.296887, 0.286843
0.276889, 0.269494	 0.262144, 0.254088	 0.252533, 0.253150
0.253656, 0.254055	 0.255968, 0.257736	 0.258589, 0.254562
0.250486, 0.246364	 0.242196, 0.233885	 0.225611, 0.216519
0.199997, 0.183711	 0.167662, 0.151343	 0.135286, 0.119488
0.103549, 0.094494	 0.085599, 0.076863	 0.071129, 0.065499
0.059972, 0.057785	 0.058506, 0.059192	 0.059835, 0.060220
0.060567, 0.060877	 0.060567, 0.059277	 0.057958, 0.055919
0.053862, 0.051790	 0.049703, 0.046235	 0.039695, 0.033224
0.027048, 0.020934	 0.014884, 0.008896	 0.003722, -0.004415
-0.012442, -0.019802	 -0.027060, -0.034215	 -0.042837, -0.051547
-0.059458, -0.067947	 -0.076278, -0.084453	 -0.092472, -0.099719
-0.106829, -0.111670	 -0.114898, -0.118054	 -0.121138, -0.124152
-0.124903, -0.125566	 -0.123072, -0.118572	 -0.114161, -0.109840
-0.105873, -0.101992	 -0.098246, -0.094967	 -0.093599, -0.092280
-0.091008, -0.090867	 -0.090754, -0.090849	 -0.094416, -0.097943
-0.101429, -0.104873	 -0.109898, -0.114847	 -0.119891, -0.133637
-0.147101, -0.160284	 -0.174140, -0.187692	 -0.200942, -0.213644
-0.219811, -0.225792	 -0.231588, -0.234741	 -0.237759, -0.240645
-0.242840, -0.239444	 -0.236041, -0.232632	 -0.226730, -0.220875
-0.215069, -0.206305	 -0.192582, -0.179091	 -0.165831, -0.152858
-0.140122, -0.127622	 -0.114934, -0.105021	 -0.095337, -0.088260
-0.081367, -0.074658	 -0.070419, -0.066709	 -0.067821, -0.068975
-0.073058, -0.077121	 -0.081164, -0.087467	 -0.094044, -0.100948
-0.106349, -0.111668	 -0.116907, -0.123632	 -0.130239, -0.136828
-0.142147, -0.147352	 -0.152444, -0.157423	 -0.160057, -0.162623
-0.165013, -0.161746	 -0.158530, -0.155366	 -0.152258, -0.149119
-0.146037, -0.142980	 -0.142990, -0.143004	 -0.143022, -0.143981
-0.144930, -0.145871	 -0.148360, -0.152003	 -0.155583, -0.159095
-0.164100, -0.169007	 -0.173815, -0.178318	 -0.180695, -0.183016
-0.184167, -0.185287	 -0.186377, -0.183572	 -0.180791, -0.178225
-0.175177, -0.172203	 -0.169300, -0.166468	 -0.164993, -0.163667
-0.164039, -0.165020	 -0.166004, -0.166991	 -0.168983, -0.170955
-0.173028, -0.174655	 -0.176256, -0.177831	 -0.179375, -0.180660
-0.181919, -0.183155	 -0.186239, -0.189224	 -0.192112, -0.196594
-0.200940, -0.205151	 -0.208723, -0.214914	 -0.220883, -0.226633
-0.234506, -0.242093	 -0.249398, -0.255251	 -0.256245, -0.257010
-0.257552, -0.252489	 -0.247302, -0.241994	 -0.229136, -0.205170
-0.181451, -0.153428	 -0.125765, -0.098462	 -0.071537, -0.038546
-0.002126, 0.033665	 0.071008, 0.107658	 0.143619, 0.176371
0.208515, 0.235392	 0.256824, 0.277755	 0.298190, 0.318133
0.334106, 0.348844	 0.354792, 0.356890	 0.358797, 0.360519
0.362054, 0.360187	 0.357134, 0.348051	 0.338497, 0.329000
0.319562, 0.310278	 0.301059, 0.291089	 0.286725, 0.282346
0.277954, 0.273548	 0.273817, 0.273980	 0.273337, 0.278802
0.284026, 0.289015	 0.294249, 0.299232	 0.303968, 0.304574
0.296931, 0.289273	 0.278718, 0.268210	 0.257751, 0.247344
0.233474, 0.218130	 0.202959, 0.189158	 0.175515, 0.162029
0.148729, 0.134906	 0.122200, 0.110127	 0.098214, 0.086461
0.076031, 0.065741	 0.055135, 0.046428	 0.037839, 0.029368
0.021016, 0.013048	 0.005194, -0.002841	 -0.013019, -0.023018
-0.032839, -0.042355	 -0.051695, -0.060862	 -0.068223, -0.075467
-0.082557, -0.090283	 -0.097834, -0.105211	 -0.112417, -0.118277
-0.124202, -0.129961	 -0.134001, -0.137906	 -0.141676, -0.143841
-0.145469, -0.142835	 -0.138530, -0.134250	 -0.129997, -0.125769
-0.119200, -0.112331	 -0.101666, -0.093669	 -0.085806, -0.078078
-0.072163, -0.066355	 -0.060584, -0.067639	 -0.074553, -0.081327
-0.087957, -0.102944	 -0.117616, -0.131837	 -0.164889, -0.197175
-0.228702, -0.261060	 -0.292605, -0.323344	 -0.349939, -0.366708
-0.382837, -0.398312	 -0.406408, -0.414003	 -0.421106, -0.418346
-0.399899, -0.381471	 -0.356089, -0.330891	 -0.305882, -0.275167
-0.242930, -0.201653	 -0.158940, -0.116928	 -0.075616, -0.033601
0.007645, 0.048529	 0.077630, 0.106071	 0.133856, 0.155405
0.176387, 0.196809	 0.215684, 0.215605	 0.215292, 0.214750
0.206419, 0.198016	 0.189547, 0.172088	 0.146057, 0.120343
0.093011, 0.066057	 0.039481, 0.013486	 -0.013004, -0.034209
-0.055035, -0.069030	 -0.082779, -0.096284	 -0.102341, -0.108346
-0.102116, -0.092279	 -0.082643, -0.073207	 -0.061276, -0.049605
-0.038360, -0.024623	 -0.011230, 0.001820	 0.011054, 0.020013
0.028699, 0.036466	 0.028250, 0.020089	 0.011984, -0.001376
-0.014562, -0.027574	 -0.043797, -0.061102	 -0.078092, -0.093543
-0.108688, -0.123528	 -0.134929, -0.145898	 -0.149829, -0.150483
-0.151048, -0.151527	 -0.151912, -0.148987	 -0.145482, -0.136130
-0.123742, -0.111521	 -0.099469, -0.084931	 -0.070621, -0.056154
-0.040398, -0.024922	 -0.009726, 0.005715	 0.020858, 0.035705
0.051493, 0.067672	 0.083498, 0.097258	 0.110695, 0.123810
0.134876, 0.145183	 0.150903, 0.154009	 0.156960, 0.159757
0.162403, 0.162778	 0.162406, 0.160984	 0.160350, 0.159652
0.158891, 0.158948	 0.158932, 0.158367	 0.164133, 0.169713
0.175110, 0.181469	 0.187623, 0.193575	 0.199891, 0.205200
0.210315, 0.213715	 0.216958, 0.220046	 0.222984, 0.226127
0.230713, 0.235114	 0.239215, 0.243140	 0.246891, 0.250626
0.253472, 0.256369	 0.260160, 0.263742	 0.267118, 0.270642
0.273946, 0.276017	 0.273120, 0.270089	 0.266930, 0.265058
0.263017, 0.260810	 0.257048, 0.240053	 0.223194, 0.206474
0.184965, 0.163699	 0.142679, 0.116775	 0.088587, 0.060829
0.032500, 0.004632	 -0.022775, -0.049717	 -0.074151, -0.095714
-0.116873, -0.135987	 -0.154734, -0.173115	 -0.189370, -0.205226
-0.218530, -0.229766	 -0.240731, -0.251428	 -0.259976, -0.268293
-0.275967, -0.280597	 -0.285053, -0.289337	 -0.292392, -0.295291
-0.298038, -0.299920	 -0.295156, -0.290373	 -0.285567, -0.277059
-0.268608, -0.260214	 -0.248274, -0.228276	 -0.208577, -0.186587
-0.164953, -0.143673	 -0.120910, -0.098149	 -0.071953, -0.045262
-0.019080, 0.006593	 0.034236, 0.061320	 0.087748, 0.112270
0.136249, 0.159687	 0.182589, 0.204016	 0.224925, 0.244684
0.258225, 0.271368	 0.284118, 0.296376	 0.308240, 0.319716
0.327836, 0.333552	 0.338994, 0.343126	 0.347011, 0.350654
0.354061, 0.353449	 0.356049, 0.358445	 0.358218, 0.357842
0.357321, 0.359249	 0.359907, 0.363058	 0.365594, 0.367918
0.370034, 0.370088	 0.369974, 0.368581	 0.364526, 0.360372
0.356120, 0.349635	 0.343100, 0.336520	 0.328720, 0.318915
0.309142, 0.299408	 0.289612, 0.279866	 0.270172, 0.260048
0.247346, 0.234771	 0.219640, 0.204702	 0.189959, 0.174380
0.158375, 0.142453	 0.125298, 0.108411	 0.091795, 0.075449
0.057509, 0.039527	 0.016842, -0.005052	 -0.026516, -0.047551
-0.068513, -0.089033	 -0.108906, -0.124652	 -0.140009, -0.154982
-0.166573, -0.177842	 -0.188792, -0.198777	 -0.203322, -0.207683
-0.211864, -0.218165	 -0.224251, -0.230124	 -0.225756, -0.228974
-0.232071, -0.233670	 -0.235189, -0.236630	 -0.242198, -0.247377
-0.259738, -0.274129	 -0.288209, -0.301980	 -0.315443, -0.333097
-0.350064, -0.369592	 -0.389106, -0.408142	 -0.426704, -0.443588
-0.460016, -0.475144	 -0.486346, -0.497150	 -0.507560, -0.515182
-0.522462, -0.529404	 -0.534645, -0.534909	 -0.534963, -0.534815
-0.534148, -0.533297	 -0.532265, -0.528879	 -0.525252, -0.521525
-0.517331, -0.513059	 -0.508713, -0.505426	 -0.500978, -0.495958
-0.492884, -0.489718	 -0.486464, -0.483122	 -0.482527, -0.480710
-0.479328, -0.476985	 -0.474524, -0.471949	 -0.468351, -0.464662
-0.459780, -0.453273	 -0.446736, -0.440173	 -0.433580, -0.426607
-0.419617, -0.411564	 -0.400984, -0.390457	 -0.379985, -0.369771
-0.359611, -0.349508	 -0.336470, -0.322465	 -0.308606, -0.294876
-0.281304, -0.267891	 -0.254639, -0.238758	 -0.222641, -0.206782
-0.193638, -0.180701	 -0.167972, -0.163361	 -0.158461, -0.159750
-0.158852, -0.157940	 -0.157016, -0.156079	 -0.154281, -0.152139
-0.149814, -0.143219	 -0.136653, -0.130115	 -0.120763, -0.111475
-0.101431, -0.075234	 -0.049411, -0.023964	 0.006470, 0.036426
0.065905, 0.095673	 0.138415, 0.180375	 0.221557, 0.263966
0.305546, 0.346301	 0.388345, 0.435733	 0.482068, 0.532445
0.581660, 0.629720	 0.676609, 0.725396	 0.770133, 0.813610
0.844511, 0.874410	 0.903320, 0.923504	 0.939932, 0.944895
0.945175, 0.944953	 0.944237, 0.938843	 0.933051, 0.923553
0.902929, 0.882184	 0.861326, 0.838379	 0.815356, 0.792268
0.760107, 0.712599	 0.665555, 0.611396	 0.557912, 0.505107
0.447208, 0.388032	 0.322985, 0.261100	 0.200351, 0.140734
0.087016, 0.034374	 -0.017082, -0.037766	 -0.057894, -0.077471
-0.096503, -0.105092	 -0.113336, -0.120039	 -0.090903, -0.062194
-0.033913, 0.000858	 0.035052, 0.068669	 0.102574, 0.127187
0.151318, 0.169072	 0.186445, 0.203439	 0.213315, 0.222559
0.224340, 0.225970	 0.225751, 0.225418	 0.224976, 0.224407
0.222806, 0.217498	 0.209220, 0.200907	 0.192561, 0.179533
0.165230, 0.143415	 0.120793, 0.098378	 0.076174, 0.051842
0.026367, -0.006948	 -0.042457, -0.077387	 -0.111740, -0.147027
-0.181684, -0.216139	 -0.256414, -0.295835	 -0.334405, -0.371428
-0.407598, -0.442923	 -0.474538, -0.495653	 -0.516110, -0.531963
-0.547233, -0.561928	 -0.572892, -0.581429	 -0.579357, -0.574722
-0.569891, -0.564871	 -0.559669, -0.550494	 -0.539359, -0.525386
-0.510513, -0.495708	 -0.480974, -0.465565	 -0.450262, -0.433689
-0.419100, -0.404642	 -0.390319, -0.377731	 -0.365255, -0.352893
-0.339746, -0.328970	 -0.318288, -0.307704	 -0.297921, -0.288217
-0.278594, -0.268996	 -0.263207, -0.257414	 -0.253958, -0.250444
-0.246872, -0.244136	 -0.240372, -0.233383	 -0.226364, -0.215251
-0.204196, -0.193202	 -0.178898, -0.163637	 -0.145961, -0.125349
-0.104994, -0.084895	 -0.065070, -0.045500	 -0.025269, -0.005758
0.013507, 0.032525	 0.052639, 0.072492	 0.092083, 0.112292
0.152008, 0.191095	 0.229553, 0.272658	 0.315045, 0.356714
0.406242, 0.460584	 0.513930, 0.565031	 0.615152, 0.664296
0.712299, 0.759225	 0.796997, 0.831117	 0.864489, 0.897116
0.927597, 0.956740	 0.984838, 1.009332	 1.033185, 1.056402
1.074340, 1.091730	 1.107323, 1.115282	 1.122806, 1.129902
1.136569, 1.142780	 1.148543, 1.149119	 1.135031, 1.120748
1.094989, 1.069226	 1.043468, 1.007631	 0.968618, 0.911283
0.848276, 0.786033	 0.724555, 0.659995	 0.593696, 0.523703
0.455172, 0.387766	 0.321483, 0.253173	 0.186091, 0.119454
0.058605, -0.001018	 -0.059422, -0.116592	 -0.170651, -0.223527
-0.274433, -0.316633	 -0.357814, -0.397982	 -0.436128, -0.473293
-0.509483, -0.540550	 -0.564723, -0.588170	 -0.607349, -0.625899
-0.643826, -0.658069	 -0.670159, -0.676706	 -0.679771, -0.682572
-0.685112, -0.685211	 -0.685121, -0.683645	 -0.676134, -0.668663
-0.661232, -0.652532	 -0.643927, -0.635418	 -0.625666, -0.614202
-0.602952, -0.590368	 -0.578037, -0.565959	 -0.557518, -0.562554
-0.567489, -0.576466	 -0.585243, -0.593820	 -0.603295, -0.612201
-0.615035, -0.613679	 -0.612241, -0.610724	 -0.604626, -0.598527
-0.591648, -0.569232	 -0.547129, -0.525341	 -0.503865, -0.477156
-0.450872, -0.424350	 -0.388521, -0.353336	 -0.318791, -0.283577
-0.249032, -0.215155	 -0.181064, -0.151138	 -0.121827, -0.092989
-0.064762, -0.037142	 -0.010587, 0.015044	 0.045292, 0.074804
0.103675, 0.131909	 0.161481, 0.190395	 0.218146, 0.255702
0.292435, 0.328350	 0.363453, 0.402367	 0.440392, 0.476692
0.518757, 0.559857	 0.599999, 0.642653	 0.684303, 0.724956
0.760903, 0.790763	 0.819846, 0.845041	 0.869542, 0.893357
0.916502, 0.934033	 0.956090, 0.977507	 0.999058, 1.019965
1.040235, 1.063021	 1.083584, 1.106044	 1.128116, 1.149483
1.170153, 1.186862	 1.202949, 1.216496	 1.219745, 1.222610
1.225095, 1.225191	 1.224956, 1.224397	 1.213597, 1.202705
1.191710, 1.178452	 1.165151, 1.151812	 1.133286, 1.112899
1.088770, 1.058557	 1.028646, 0.999041	 0.969743, 0.932341
0.893514, 0.832237	 0.765187, 0.699259	 0.634451, 0.567686
0.502111, 0.436882	 0.372626, 0.309613	 0.247838, 0.191658
0.136628, 0.082742	 0.033988, -0.006454	 -0.045974, -0.079173
-0.111576, -0.143190	 -0.174020, -0.199492	 -0.219189, -0.238332
-0.255837, -0.272831	 -0.289320, -0.304466	 -0.318047, -0.346652
-0.382261, -0.416969	 -0.450786, -0.492275	 -0.532698, -0.570370
-0.615985, -0.660366	 -0.703523, -0.745468	 -0.785458, -0.824251
-0.859124, -0.880282	 -0.900546, -0.919925	 -0.932273, -0.943911
